Drone1_x,Drone1_y,Drone2_x,Drone2_y,Drone3_x,Drone3_y,Drone4_x,Drone4_y,Drone5_x,Drone5_y,Drone6_x,Drone6_y
-833,1254,1558,1082,1555,-381,414,-216,-725,1104,374,-1074
1227,-141,1270,43,1682,334,415,239,318,-434,424,1392
818,-111,433,298,-105,220,971,107,-1013,390,1828,329
-856,-501,-236,1694,-86,1191,911,1472,83,-624,1028,1670
1187,-110,1196,1019,1213,826,1601,353,84,1264,1160,588
409,842,468,733,1039,1128,536,-59,1197,240,-294,881
719,1037,240,-917,1495,-410,1878,1836,-789,-622,41,514
361,1913,-46,1424,253,-559,1996,1946,1566,1826,-622,878
1137,-756,714,243,1105,-836,-191,-422,1541,1881,272,-765
1328,-301,-1101,231,1758,1921,1999,187,-586,823,1057,1972
900,1616,786,-970,1866,2086,986,1496,-695,1380,1313,2095
-841,-575,459,-754,1944,1778,1434,-660,-753,1111,396,-344
397,-82,500,813,491,76,768,901,1250,381,-248,72
1035,551,-353,334,30,1011,543,821,1571,1982,1681,2088
1569,-85,816,329,1073,-958,1967,681,306,-881,660,-571
336,1330,1134,1344,588,1002,933,288,1572,559,526,350
1625,1917,223,-724,380,-429,-316,-777,1153,1899,-484,571
553,1630,1459,1558,517,469,1263,281,-316,872,1946,862
17,504,1821,1682,1005,-284,-938,-236,1253,-254,-276,-80
248,-672,-608,-757,1605,483,1660,-582,1739,1501,1776,1736
216,922,837,792,1981,1491,719,3,109,1009,1270,262
1156,225,988,1940,1621,-428,1562,1737,1099,-158,605,1342
1844,1218,395,-338,1508,610,698,356,-59,501,1121,1905
1500,583,960,1042,293,747,1337,1868,1550,1366,968,363
339,-1243,315,-1261,197,-1201,1736,1952,1022,-1151,24,71
729,1029,1316,454,1174,848,2006,1143,323,1899,490,432
-598,-778,525,1711,1197,-366,1417,1963,448,508,1547,-521
459,269,1540,1593,302,187,370,725,966,504,70,1750
1638,1158,695,1284,1157,141,285,1355,229,1967,174,428
610,1934,1213,-882,56,-549,491,-719,25,-1059,933,811
290,1396,-453,-786,887,-657,1922,1490,603,469,-96,425
-1169,472,1265,-854,41,-1142,1198,-798,471,-1173,-722,973
445,436,1144,1344,281,399,431,1118,691,343,1621,153
966,1348,1377,371,1485,510,1430,598,153,547,1039,1503
-129,347,218,-738,798,-36,1372,-799,869,-914,1974,696
413,1456,939,859,-515,343,1988,1068,1357,1638,1704,685
687,444,777,337,-165,1678,1548,1472,671,-100,1323,169
1208,96,1945,878,864,501,1236,1884,385,860,536,1994
1045,151,477,672,849,-121,264,-308,1117,391,1863,1606
1192,1286,787,1190,953,130,-220,633,1722,397,550,655
1853,969,1424,25,182,988,1298,-587,1314,-751,-698,1256
-542,528,1240,348,698,-524,461,-20,331,396,1668,1785
1968,83,1041,1926,253,44,-526,320,361,171,57,741
378,250,1078,583,470,625,539,332,492,966,1155,1351
22,484,1295,1986,922,597,785,907,191,727,1006,494
458,470,409,29,123,258,243,-18,1771,432,36,149
534,84,1005,-94,36,1665,222,395,506,-6,-558,380
1644,1859,-316,-65,-276,-120,509,-736,1566,1629,1997,1396
-344,532,1030,830,1719,141,158,190,111,1419,1340,1880
-637,-121,1059,-609,487,-829,1984,1311,408,338,551,-526
936,566,-1116,633,1679,1608,1508,410,389,600,1637,-549
-620,634,400,298,1087,162,1484,1523,639,521,1260,1087
648,330,1665,1851,386,91,344,376,262,1607,951,1915
1059,3,1408,458,247,490,1982,652,115,-23,49,70
970,381,325,-707,769,1015,1437,-434,178,673,1337,-846
598,424,1504,-129,1361,1206,-492,859,1799,153,922,151
263,651,1761,110,1322,1821,-640,-259,-298,791,1754,1477
595,-1326,1620,-173,150,1811,-841,898,1472,559,554,-1400
913,-118,283,-187,910,103,-303,617,1274,14,1108,-55
660,-631,-185,-523,566,586,1925,1421,574,874,1235,807
-397,1514,1588,1824,1058,97,1375,1422,852,571,-1133,99
1878,1113,923,365,1576,441,960,1109,1569,283,1010,1612
1185,841,1055,-151,1810,1302,1151,535,-903,933,-583,355
1908,1503,3,31,1544,1824,-405,323,67,201,112,1148
495,-797,-791,1337,1965,1680,943,-263,1623,1655,-269,-1019
264,-561,1299,-399,1128,-294,978,124,1873,1310,-189,2
-430,145,793,-942,888,2398,974,2330,-889,1271,1688,1208
293,46,907,824,70,1159,1163,887,673,1948,1431,682
-467,508,621,143,-196,-1017,-338,1608,1984,1361,1980,1826
588,-153,-1080,548,1602,202,1407,-712,-4,-68,557,-430
216,878,-235,-502,861,-401,1612,377,19,1042,1959,1956
230,819,74,266,1953,1541,1929,785,786,422,1128,1372
598,-137,1044,-445,1238,496,603,455,-45,840,1723,242
-325,289,1644,1857,1614,-425,510,-410,-195,-517,1145,1614
833,108,1893,1441,56,-30,444,512,-37,819,113,526
151,282,489,916,163,368,654,441,1923,372,1817,1701
873,450,-53,1350,912,-406,685,-522,1369,1751,982,-308
364,-859,1757,535,1890,1851,858,331,-4,1670,-744,1045
186,-1141,210,1338,481,173,-356,-43,1061,-437,919,783
270,310,1950,689,1537,-226,1938,1988,789,344,604,1080
1496,826,306,175,879,-82,502,-97,219,480,846,-262
808,-267,1364,1590,219,523,1283,386,616,-156,1918,1724
330,872,1349,-759,134,-217,-691,1280,145,-508,1998,1354
1561,224,243,1232,1725,437,961,649,1345,1756,1132,1987
274,1056,357,1631,505,1414,1159,651,1170,264,984,1544
-331,338,1702,63,981,2042,114,-1118,37,180,977,1545
-143,-207,772,1385,889,880,1276,457,1508,687,1613,1871
946,54,77,-1037,1743,0,-381,1655,1928,690,1428,-684
130,87,1087,1025,1838,325,551,694,1003,341,861,318
1018,-253,1302,-760,1317,1975,1944,1571,1549,-419,326,1201
1485,953,269,459,720,513,981,1137,70,884,857,1089
1904,1801,-74,671,811,-656,-173,-2,823,1963,1244,-794
282,521,-55,58,1395,1618,1129,280,-82,1221,461,817
1715,194,-47,253,784,1378,110,366,733,1537,519,1077
975,685,1403,1009,1247,356,1022,-538,413,-305,1372,-521
641,-51,-8,772,1344,1720,140,416,12,420,662,132
-263,240,1351,1833,212,-735,922,292,1868,1362,-476,-543
-1119,562,894,590,1037,853,280,647,380,-75,373,1233
-384,95,700,-948,1651,2101,780,-943,-511,-740,1427,-356
1688,-16,1368,1054,705,125,1354,-817,1395,-61,1804,1996
1798,-86,1884,1890,454,1999,-755,863,932,640,266,-843
319,376,814,747,339,77,1151,-103,628,340,640,349
737,-1049,-143,-1848,-125,23,240,1755,-1038,-610,-719,-1039
1190,345,698,-321,494,998,1994,1861,-634,1014,-991,-316
1721,-39,322,1164,-378,1167,1530,-50,1967,728,-44,363
375,299,1028,681,1057,7,318,298,380,313,1554,1873
2,98,-544,1349,775,854,1216,814,1496,429,705,845
1560,478,1257,1343,40,765,252,499,196,387,388,908
1125,101,1785,25,1391,752,438,1522,1962,994,570,921
87,296,1745,-56,65,-1232,-563,25,1101,67,565,1176
507,-28,-866,704,230,112,762,857,1802,1399,277,-46
120,140,1469,1473,593,1641,867,1415,900,778,1842,1245
1163,1999,314,262,704,1316,1117,195,1336,558,1843,1769
823,866,702,180,491,439,221,49,648,333,909,236
1625,245,895,-53,1571,1881,-720,-672,1279,-800,500,-301
93,233,359,-74,706,91,-13,-271,1386,147,1488,-539
-980,434,587,1385,516,-83,1363,1366,-624,992,370,635
-780,-432,1675,1049,1966,328,1304,1829,669,-487,1323,-563
1693,857,-19,470,-864,728,926,-670,1621,1900,-20,-1066
898,-806,1024,430,295,-1153,475,869,136,329,1474,1893
682,623,-276,288,1359,-728,1238,217,1381,1817,447,1659
1004,-998,841,-365,967,1846,1502,1037,1505,473,1636,-538
1609,1597,1890,1270,468,932,293,320,290,169,1109,10
741,-209,1058,1297,700,-1555,1068,-1279,405,898,656,-1434
-188,741,-211,1549,406,170,506,-69,233,-1007,1417,1242
974,31,-266,564,865,540,392,66,1116,1942,1423,950
408,1053,752,702,-496,-404,991,960,1291,1849,1081,251
1603,1688,-202,919,1353,1934,819,-1104,730,-587,-336,-1010
-783,1192,989,-985,445,633,-938,-441,367,462,721,-1079
298,250,491,9,799,282,-128,600,-764,878,353,473
1537,26,883,46,-463,1053,917,338,-799,143,1585,1579
-890,-89,358,1237,1355,-507,807,1186,1905,1220,1723,-65
1257,-195,-522,848,1488,1594,99,233,595,163,137,-421
1095,-651,511,1596,1879,1883,1970,1761,993,1228,305,1023
1358,375,830,610,784,786,552,186,1205,1750,97,90
387,410,143,245,102,1799,770,379,1754,1769,770,79
1950,1133,92,629,1591,1410,289,422,842,-48,1256,21
318,-1115,39,266,1060,471,1869,1502,933,-13,703,281
1369,-165,155,-1145,1393,1857,-823,-329,-817,-535,-826,-101
169,728,-128,1021,-89,462,633,1953,681,27,1784,65
-106,-723,1198,1910,1911,1089,661,723,-396,893,1444,852
-2,-872,1428,1851,-824,-503,1181,91,698,266,1405,1742
621,473,-71,-93,615,54,223,639,664,-147,1396,479
854,-697,846,-1059,49,-1088,-998,1005,-1019,644,-793,963
1976,1983,1454,229,1724,2127,-395,-710,1487,-498,1520,1983
469,-680,1945,1810,1299,966,-633,-744,1492,-138,1481,1932
1083,495,-840,641,806,907,1616,1601,612,-204,1343,638
-756,785,1997,1714,849,121,847,-590,832,1009,-1122,610
-4,701,215,-847,1043,509,-431,552,1938,2044,202,673
-408,-1043,1616,305,255,-1262,1099,-1107,1095,-776,258,-711
199,1530,1042,1435,1382,29,605,1088,648,988,57,-51
1488,-684,1455,-55,1461,-536,539,-861,-964,-334,75,-1186
1461,-73,1039,-311,1912,1107,84,1936,572,841,683,1541
539,164,736,1616,1470,730,1902,393,1495,1199,159,1591
1187,834,1151,1280,1241,185,842,882,787,-263,1042,197
1961,1039,1766,1941,-1044,-210,1074,-931,-317,-713,1309,1719
81,188,213,1725,354,350,819,49,776,1334,1947,1476
1980,1691,-61,115,-1079,418,486,-405,1002,67,-241,995
1411,105,646,-479,1742,1519,-570,-584,526,-330,898,324
1142,-756,1085,487,703,501,633,1674,615,-740,-425,467
1320,142,641,337,1727,496,1660,743,324,118,566,745
-394,215,128,1321,14,-853,742,1916,-583,1537,-635,-252
10,1555,1003,1065,200,466,1977,119,70,1276,1630,532
1132,1829,1878,1275,356,392,470,-12,163,78,1030,-527
275,1377,1360,-899,789,1749,678,-1279,163,1704,-879,-475
-355,-18,1632,-400,153,1331,-187,1601,997,-222,1949,1327
1611,-293,1492,1665,1086,-951,724,187,-748,1114,810,180
1187,-768,382,-61,520,-756,-602,807,1989,1383,1977,1448
696,-339,1272,820,1002,1935,-144,16,1495,1613,1312,394
972,867,1138,541,158,260,1282,949,586,960,92,1934
-874,-602,1813,1958,430,-236,1947,1654,232,-1137,-1212,297
1638,1338,225,-144,1662,1967,504,-401,42,875,1473,-175
1013,1969,-742,-58,-622,1327,623,1185,773,55,597,-474
707,274,1381,130,1931,1392,-197,1716,755,887,1221,42
598,828,921,-300,1621,-124,-605,801,348,988,706,1352
1620,689,-811,-274,526,1802,-448,614,9,-507,565,-1078
-436,12,-418,606,833,1925,905,1023,227,551,1411,1208
1201,102,45,-1121,-195,-614,-687,58,1213,-514,1245,-855
-102,588,752,-144,1301,638,114,90,-266,1441,1042,1925
675,-757,413,399,732,720,1374,1714,1566,-360,-797,276
842,335,-167,350,402,-237,1898,874,-740,246,1388,1966
443,889,1016,199,638,613,194,163,9,232,1669,1979
1724,-228,1585,-488,696,506,964,1162,1754,89,1974,1089
674,-302,1447,817,1278,1239,1416,739,-108,-171,90,1515
1966,409,482,812,1054,177,642,63,63,943,1803,1606
1288,194,-203,217,-770,82,1077,-828,485,158,1392,2157
27,1309,485,-816,629,106,1526,1557,174,-1051,1068,-910
343,-2,416,1148,-89,227,1788,778,527,700,1245,731
414,1924,1110,-478,851,1833,219,-771,208,479,1514,-609
311,335,457,175,1409,1199,1791,384,427,1617,333,573
454,255,656,1783,781,-845,-73,792,1763,534,1017,-774
1858,-181,727,727,974,-56,966,-986,746,1567,1156,-443
947,595,634,1180,1875,1956,703,155,877,1066,484,1455
1999,1204,56,583,1225,137,125,609,1038,41,1112,404
429,1393,337,514,1064,1388,1934,796,1179,1967,1271,442
463,1579,764,419,363,-79,1649,137,-281,207,1164,-1276
1683,111,733,752,64,1926,617,295,-414,1085,1035,-112
258,621,1311,813,221,342,1062,365,267,701,857,134
91,-428,1785,663,311,-805,-374,-106,1909,1046,864,-907
-474,-491,1888,1436,1021,-486,-22,889,1094,-311,138,102
739,973,505,27,345,-620,994,-178,1249,475,400,-448
667,764,1537,75,1363,785,1168,1873,61,383,1818,374
1990,827,1233,-852,1146,-886,-559,732,-824,-579,739,-1087
1393,158,765,-100,1,-1090,-373,-287,118,121,1002,-949
-460,-693,-266,610,1915,1940,979,-1071,-343,-130,1701,-553
1298,37,386,703,1953,207,266,481,523,566,972,1327
1423,-299,187,-1253,-318,-1134,1479,203,-1087,715,353,-1264
1252,-446,592,-58,1493,-589,-420,996,1926,830,-670,-35
-238,170,956,850,-287,-101,660,-116,1189,964,860,-193
-35,-794,1666,1942,1909,1312,1049,-295,1439,-763,1898,1302
1864,1246,1004,-187,1144,574,744,1376,311,143,937,1789
1823,251,1600,-509,-296,341,-522,1235,1120,-725,765,-1193
-76,1610,-854,702,1202,-608,-231,715,-177,803,106,485
839,-877,1996,519,106,319,1701,1468,1633,-28,909,-428
1557,1599,-436,591,-218,-817,-81,1239,70,1969,-1145,387
623,621,1311,22,581,1972,919,549,-184,286,1871,1363
549,-100,992,-1024,1986,27,1012,1802,1773,1958,1271,-867
184,448,1471,-303,1285,1022,1354,1303,-108,-1018,-523,286
718,1124,1482,754,240,-397,1908,1905,128,374,707,372
651,-9,447,318,1018,395,713,-1,608,604,-34,197
-341,255,175,-1192,1226,1966,-454,-882,1421,1399,364,343
286,339,97,982,509,91,543,552,942,658,409,858
804,351,-1040,822,1848,1518,1149,-46,914,1678,148,-10
1085,-971,1844,494,-873,346,1531,1584,448,179,1944,1287
96,478,1288,686,620,1359,1747,1167,392,605,-60,478
158,61,470,306,863,422,176,1371,982,309,1419,1905
-236,1676,-78,-950,629,-698,-219,151,1165,476,1022,198
1067,603,-190,-10,1095,416,518,-105,1583,859,1740,-240
576,752,-56,-323,635,-350,-514,312,-1042,338,-287,1597
1818,655,980,1059,-247,1126,396,515,1186,-367,1925,1656
-150,-1031,426,-553,1505,1611,1387,-578,317,-1003,1117,-927
328,337,198,-985,1478,-452,1031,1941,-607,486,665,-1107
1887,1695,-160,-46,1091,-954,526,368,36,747,198,1395
-30,131,952,544,754,-92,1497,1832,68,434,633,191
1126,455,1597,1588,1953,1139,1395,1803,-1086,-97,-373,-955
693,-1088,1830,1973,1372,174,-66,684,1712,1687,260,-1146
1547,754,-1045,79,-972,-289,1555,1807,578,-1081,1693,622
178,417,356,302,1763,-54,313,418,1049,-87,529,492
227,-948,-270,1058,1115,1990,-134,-170,661,-453,-597,104
1960,430,400,1483,488,403,214,398,1162,1677,174,462
544,30,1804,424,-628,559,1919,1482,50,529,1136,-593
1267,515,336,1904,734,768,273,285,167,427,1526,467
77,-183,696,-38,-42,263,914,1414,411,-1060,-351,-943
0,1101,1129,698,1099,309,170,1113,714,529,-212,168
1315,711,1123,72,1112,1892,595,326,595,281,81,373
816,1951,1616,553,1681,1673,850,-914,117,-377,328,-929
-255,-358,965,-715,-257,-737,-428,496,-413,1359,1201,-890
1388,-673,-431,-375,818,-1062,1770,1931,-513,-853,-500,-334
462,-522,1957,1854,387,-1080,879,310,-327,-1004,1149,-927
-851,-476,1270,-704,434,-608,1622,1659,317,351,1268,1830
-140,948,200,380,-818,591,1881,1009,1049,-229,1774,764
319,-343,1940,1186,940,1122,241,-1141,1146,1750,1459,-652
1788,153,-86,-1074,118,-318,1222,-481,923,144,175,-544
5,501,430,67,225,253,-432,539,983,562,1718,-235
1677,51,-240,365,605,219,733,-115,1770,179,1236,933
451,1583,1641,1966,-408,-734,1874,1470,-125,-859,1035,1808
337,-453,455,1231,-439,428,1938,1085,1544,-83,771,305
186,161,775,637,179,458,473,68,1045,1916,992,842
567,178,974,1311,807,621,1610,603,571,1094,-94,508
540,164,-916,1152,794,387,56,-187,1553,1619,1228,-6
382,17,216,632,157,406,486,33,994,-14,1412,1770
1608,566,429,93,-138,870,1125,1633,519,669,-997,742
1019,50,1225,418,56,333,635,624,458,199,1373,-483
460,-40,1610,781,323,1045,1732,340,396,788,805,1512
669,309,1254,156,665,408,-154,854,1879,1039,447,692
1593,1932,562,898,1500,751,355,923,866,237,106,157
651,-126,1920,1256,755,-55,-492,-389,722,-854,1086,1847
-850,-421,99,-636,1429,721,1593,1986,269,-1057,1946,1440
1722,1197,-26,1107,583,-159,-774,643,164,100,-1008,-237
899,-990,1482,1864,348,656,152,-913,685,2053,94,1137
1742,1270,1374,30,1084,506,1082,-116,437,-1048,693,1265
824,-767,565,-393,619,-1039,1547,-630,-859,685,1305,-862
1653,430,1660,58,522,-1153,794,-1004,1443,-663,655,-575
1951,2298,1787,-41,92,210,666,1055,-666,342,-1107,330
453,755,944,848,1763,127,1288,303,26,883,1731,659
368,583,62,384,1801,915,746,47,245,-4,1996,408
-9,-1107,204,870,-777,194,669,-1051,1463,1976,1809,1711
1013,-32,934,1925,183,33,555,48,845,1500,1998,1944
233,761,-27,1383,1549,570,564,1441,1692,1523,1701,296
1099,46,322,-61,-818,377,811,206,457,921,1521,59
1645,-755,137,588,866,312,1784,750,-158,452,318,120
1197,1278,74,650,1503,880,134,203,448,-1090,931,2123
806,1056,1794,2086,934,-1034,1463,-266,-359,290,-744,354
1109,-674,-1116,244,1739,1411,618,477,1404,-718,527,143
-1184,-252,-940,-616,1697,77,-859,-810,220,-816,-1141,311
1211,545,570,-239,-598,-346,757,1678,1461,-259,1092,366
848,1391,275,1276,691,885,1964,707,351,223,448,751
511,689,1532,1934,387,334,1956,1188,219,289,385,-144
-302,890,358,1115,607,364,1462,769,1512,8,304,8
635,242,1728,1782,625,130,130,212,858,1884,738,783
844,-1000,1600,1457,79,-439,1976,468,579,-290,939,-452
-1003,-284,1736,-196,545,-943,1647,1034,1365,229,528,218
1400,600,816,972,1922,1635,492,-673,-170,1155,784,163
1904,113,610,1701,948,1687,909,460,1777,334,1933,747
1473,1937,769,-355,616,203,599,-419,153,458,395,992
1168,1898,998,315,412,112,-391,-360,743,-80,1230,475
122,1597,1851,490,218,394,1689,1687,414,370,1729,1051
55,186,-44,1275,-1017,836,450,-1063,1806,1707,986,-430
1664,1340,208,1840,150,-1243,95,-1260,397,395,1240,-557
396,1198,525,1250,0,568,1394,776,562,845,845,278
1302,-251,253,18,1903,968,961,228,257,116,326,171
1153,254,262,1707,1441,1211,755,831,160,603,50,725
1715,153,330,1333,1649,1014,831,1196,839,1922,1120,739
784,706,-469,-255,112,468,599,-549,-462,63,633,473
1089,-924,-617,77,-460,1551,97,-1450,-290,1532,44,969
-293,1354,-410,944,-756,305,-55,814,1123,261,581,879
1344,-810,346,-894,-604,563,1051,-958,-468,-937,1586,128
-442,-881,-516,-736,1305,-82,-948,325,213,1814,-389,1609
919,339,190,750,143,523,820,205,352,556,1765,1247
931,-1153,-41,-543,1796,1164,1204,-322,767,683,1790,1178
1717,-290,744,1931,-29,68,172,516,-157,1762,339,1612
518,714,1945,1767,496,89,1261,-182,-59,592,-55,519
813,-1037,-276,-860,73,-1106,987,-1045,1532,1925,-784,1262
1755,1,672,298,1537,1858,-59,1135,1350,618,1944,1440
1911,1900,743,-275,793,693,639,200,520,-417,-647,785
1684,1715,1520,-422,1575,1979,-760,1288,1025,1875,-993,-140
1298,109,822,-215,1117,-790,968,1838,1550,1708,1873,1404
1438,575,1011,290,424,-145,449,1244,1689,1285,479,-187
1187,2179,735,-76,1951,1818,1510,-1,-665,79,1205,224
-615,-756,-400,1632,1396,7,-476,-846,-677,1441,1275,1508
1991,923,-365,763,1018,404,882,-1015,1335,-189,872,-932
1563,246,-214,606,963,358,533,85,158,-306,1433,1997
397,22,508,610,457,719,1292,371,458,657,1467,490
426,1490,1592,1828,744,1246,1010,511,1433,446,1109,1151
910,200,48,651,186,1052,571,637,726,638,1494,752
529,-1356,-699,-346,329,183,617,-148,532,282,1239,-1091
-894,326,1440,525,-1112,545,-1019,911,1615,1837,335,719
1671,1038,854,24,675,260,-634,119,1774,44,444,1016
241,1297,1353,1852,1536,-566,375,603,552,217,-262,167
-908,-37,1039,1881,-196,-1034,296,-1018,42,106,1108,-1001
612,-184,1088,1790,361,-85,-63,57,1346,378,563,-482
330,329,1242,-860,-335,-620,1073,1290,1925,203,1961,398
1443,293,-879,903,954,778,276,625,-1053,-154,-310,-103
656,-235,987,1417,204,-216,304,550,1091,211,1846,1561
1144,1962,1493,-600,526,111,1940,297,114,-604,463,419
851,902,1370,887,1115,546,1162,281,605,1296,303,1255
1383,952,793,-571,1118,620,75,-480,-296,1694,313,-136
283,149,114,1273,48,515,1217,-126,245,580,686,108
786,464,1233,560,352,179,608,1825,423,1119,687,328
206,-143,284,364,1947,1950,1066,320,762,-731,1710,-275
419,-644,232,1231,272,63,1693,1265,1494,293,512,700
1481,1401,770,1451,582,156,1700,393,792,529,926,618
1703,-296,1172,-339,-20,-363,-416,-61,1868,881,-409,-567
1955,1424,711,-205,1364,-95,833,1265,-279,-936,-796,1265
1424,1733,1373,398,-384,92,1740,1545,-217,1252,-414,-903
828,1757,1715,1339,246,1061,-1104,403,1441,-79,1358,1831
847,1546,-159,708,-982,1039,890,-761,-310,-690,909,-900
1011,-148,354,371,201,-202,1915,1438,1015,400,660,-141
-490,140,-460,1020,125,524,578,-63,-221,184,660,5
325,-975,1775,368,1972,1552,1396,297,276,1922,-465,-904
1221,1861,466,737,400,-394,1103,-759,503,-1043,1811,61
138,754,791,1950,1166,154,1051,1412,1130,1946,653,893
1178,1620,1718,1074,1410,1899,298,1278,1838,681,1513,430
475,375,-90,826,1901,1102,865,-442,106,1667,1881,1466
489,1151,607,473,58,61,422,-35,-392,1053,752,313
1553,279,-674,107,1618,99,460,1193,1732,-141,599,-306
288,1523,-403,-740,1383,-719,1849,1098,1691,1745,1080,-965
566,877,763,359,157,1477,208,279,1260,675,440,635
979,-539,201,95,1439,-257,-16,-161,1170,445,1293,592
1307,1183,795,1906,1978,816,524,0,367,0,41,1432
1079,867,657,-98,619,-275,1877,1093,427,1426,211,195
469,1094,170,1344,675,375,920,958,1398,1988,251,703
122,357,1240,453,83,909,643,322,1025,347,329,746
502,820,354,402,-813,897,282,35,1793,270,1208,1216
1118,333,1947,1400,1179,1719,1002,-994,-882,-482,1378,1324
1705,-306,573,-427,-40,219,-490,1128,-316,-286,1393,8
1154,-925,1915,1829,-104,-973,1889,1036,36,1540,1239,-690
-675,-678,-49,1495,939,-624,1368,1051,-326,650,1663,-338
627,196,557,277,12,432,1483,101,-1046,665,279,771
1779,1580,873,-531,1950,1943,526,688,188,441,1176,-136
1867,1471,1175,-693,1833,313,1191,1294,-233,-1025,-25,1773
586,29,-33,1142,-486,-88,1243,2123,887,322,1685,165
1439,268,667,975,1001,-449,85,-385,1080,-163,-171,257
1008,1372,1414,1928,1211,152,85,305,761,333,-402,451
1272,806,36,1774,1399,-695,1667,1128,521,435,189,1500
544,699,871,309,1377,-131,203,770,1477,1323,899,-294
792,-404,1836,1491,-25,497,-258,674,1296,405,1728,702
1747,-135,1320,-792,-82,136,1113,-975,491,-833,1727,487
1654,1920,850,-1007,556,-120,277,-361,1311,291,422,195
708,1346,1995,830,1189,-119,783,-134,202,1450,1348,1868
819,-755,569,-222,261,1274,1276,513,490,-591,1997,1968
1086,1857,-454,1249,-1078,286,155,1574,665,815,285,-117
-47,918,560,34,990,1331,1170,879,733,349,1946,910
-7,-521,556,1947,964,1843,184,-1140,380,-274,1442,1800
775,1160,1129,428,293,1514,859,565,565,763,176,1972
623,-36,1703,1936,254,-40,988,651,-903,-247,1266,-50
125,290,1529,770,276,157,271,384,566,640,523,313
953,-1037,645,-702,981,-530,1255,554,373,-993,1638,-192
1081,-491,103,1407,1084,179,-400,893,1961,2357,1562,956
868,1212,924,-759,1766,442,1661,1422,1327,1874,-1082,751
1600,377,-40,641,223,986,1522,130,929,425,496,992
-380,308,999,-46,75,1285,-724,998,506,-1161,450,-1299
1712,377,-211,-597,925,-888,1677,1269,-438,-922,-845,-327
229,105,527,357,1356,627,511,1972,1984,270,1689,437
441,301,294,-1285,-1022,-553,299,1839,259,127,-509,-685
613,128,1146,139,665,755,625,1817,1727,1705,1206,1099
1974,1429,662,760,1005,1522,492,1317,342,64,1874,1358
-160,1316,1661,-15,220,793,720,-55,779,-23,1363,1969
796,378,722,-105,961,932,1821,519,704,810,579,601
1185,574,1223,257,269,1407,1284,1344,352,247,1030,42
1737,369,652,-153,-236,141,1320,1898,1115,-781,1255,-616
-75,599,-97,-350,-276,-476,1944,1327,475,-532,1473,811
725,1179,-749,1342,609,0,1351,-93,1543,1889,1121,1835
104,481,-4,1217,1113,502,1077,822,1703,647,822,-305
1618,582,1515,1693,1876,365,187,1622,1123,1192,150,1503
1144,-515,1862,1434,289,931,649,877,190,-114,-435,-5
1613,1169,385,-615,-642,-745,1107,-369,1211,1900,262,880
1605,1362,696,-55,996,446,570,28,-277,35,1631,727
653,-127,1545,23,-253,236,1605,1872,481,97,-377,359
279,-417,95,14,1074,974,825,317,1008,238,-138,413
-178,339,366,1565,257,460,340,220,1366,133,671,490
172,515,270,497,561,1319,1172,159,37,375,-61,935
637,627,528,88,662,716,-549,999,884,348,623,284
527,982,1524,878,1709,-138,907,1954,-683,-239,1401,1568
